,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),16,13,16,16,16,16,14,17,15,16,15,16,15
中位數(萬元),14,13,16,15,15,15,13,16,15,15,14,15,15
交易量(棟),47,78,67,66,60,48,41,48,46,46,53,59,60
