,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12
平均數(萬元),27,27,28,28,28,26,27,29,26,26,26,28,27,28,28,29,28,29,28,28,29,28,27,29
中位數(萬元),23,24,27,25,26,24,25,27,24,23,24,26,26,25,25,28,25,26,26,25,27,25,25,26
交易量(棟),616,413,809,737,762,715,692,633,696,681,940,981,424,325,631,588,655,697,532,476,570,581,694,855
