,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12
平均數(萬元),11,10,10,10,10,10,10,11,11,10,12,13,12,11,11,12,12,13,12,12,13,12,13,13
中位數(萬元),9,9,10,9,10,9,10,11,10,10,11,11,10,10,11,11,11,12,12,11,12,12,12,12
交易量(棟),473,368,651,617,516,483,525,536,433,444,601,645,343,364,546,496,518,599,522,397,538,471,485,544
