,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),13,12,13,13,13,13,12,12,15,15,13,14,14,15,15,15,15,15,15,16,15,15,15,15
中位數(萬元),12,10,12,12,13,12,11,12,13,14,13,14,14,14,14,14,15,15,15,16,15,15,14,14
交易量(棟),78,57,124,90,65,57,76,77,86,103,89,94,65,52,69,79,90,64,56,46,63,77,66,53
