,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),14,14,14,14,14,14,14,15,15,15,14,15,15,15,15,15,15,15,15,14,15,15,15,15
中位數(萬元),14,14,15,14,14,14,14,15,15,14,13,16,15,15,15,15,15,15,15,13,15,14,14,15
交易量(棟),342,346,765,540,570,498,541,668,576,590,577,873,743,444,856,789,760,599,648,672,533,625,622,599
