,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),44,38,41,43,39,46,43,45,42,45,45,44,44
中位數(萬元),39,35,38,39,36,43,41,41,38,44,40,40,41
交易量(棟),351,549,656,526,538,472,384,419,386,491,517,568,570
