,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12
平均數(萬元),10,11,9,10,10,11,10,11,10,11,10,10,11,10,11,10,11,11,12,11,12,12,11,11
中位數(萬元),9,10,9,9,10,11,9,9,10,10,9,10,10,10,10,10,10,11,11,11,11,11,11,12
交易量(棟),65,50,63,63,78,78,71,58,64,93,66,73,51,65,83,78,75,107,104,73,110,93,84,74
