,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),37,38,36,37,36,36,36,38,39,39,38,38,40,39,42,41,39,39,37,40,39,41,38,40
中位數(萬元),33,37,33,35,33,32,32,34,35,34,34,33,35,35,39,38,36,37,33,34,34,39,35,36
交易量(棟),878,668,1047,951,832,635,711,761,899,920,815,826,689,504,863,719,625,501,488,493,528,503,432,528
