,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),16,19,19,19,20,19,19,20,21,19,20,19,19,20,19,76,19,19,20,20,19,21,20,21
中位數(萬元),14,18,17,18,19,19,18,19,19,18,18,18,18,18,18,18,18,19,19,19,18,20,19,20
交易量(棟),1420,1013,1446,1565,1764,1596,1513,1652,1425,1808,1829,1880,1815,988,1908,1956,1975,1781,1764,1647,1755,1852,1622,1878
