,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),41,39,41,40,41,39,40,40,44,45,42,40,41,46,43,42,42,44,42,44,44,48,43,44
中位數(萬元),35,35,37,37,36,36,36,36,38,37,39,36,38,42,40,37,36,39,36,40,39,40,39,39
交易量(棟),535,493,770,829,822,688,681,794,644,764,807,884,764,461,838,725,730,722,764,665,732,788,784,834
