,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),26,25,24,24,24,26,26,27,27,27,27,28,28,27,29,28,31,28,28,29,29,29,27,28
中位數(萬元),24,24,23,23,23,24,24,25,25,25,27,26,26,26,26,26,29,27,27,27,27,27,26,26
交易量(棟),2341,1596,2382,2556,1795,1201,1854,2346,2766,2752,2722,1995,1647,1164,1970,1643,1549,1159,1143,905,1129,1132,935,972
