城市,RMSE_ARIMA,RMSE_NAIVE,DM_p_value
臺中市,5.452367897221442,7.4608220422563685,0.3404969712733249
臺北市,2.218909472827524,2.823967052918002,0.07352179312692919
臺南市,0.622247436608017,0.7832275391935989,7.217324428269172e-4
桃園市,0.7608862938575386,0.9074852129730301,0.03391058008895874
高雄市,0.6513935969080434,0.7333587976225691,0.025991494035468726
新北市,1.4387139230313022,1.6449566416599486,0.34881080674191534
