,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12
平均數(萬元),24,24,25,26,25,25,25,25,25,25,26,26,26,25,25,24,25,25,25,25,25,26,27,26
中位數(萬元),17,17,18,20,18,18,18,19,19,19,20,20,19,18,18,18,18,19,19,19,18,21,22,21
交易量(棟),1970,1723,3056,3041,2551,2378,2403,1998,2323,2474,2335,2991,1648,1091,2088,2113,2074,2005,1974,1732,1573,2119,2309,2560
