,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),55,62,51,69,70,49,46,53,59,54,61,66,49,56,47,55,43,48,57,53,54,49,46,56
中位數(萬元),48,47,51,41,44,41,34,38,43,49,43,50,48,49,46,46,36,42,53,45,51,44,39,47
交易量(棟),76,81,117,125,108,127,101,112,98,94,176,139,128,53,114,125,137,105,109,145,105,109,129,114
