,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12
平均數(萬元),24,25,24,26,25,26,24,24,25,24,24,24,23,24,23,24,24,24,24,25,24,23,24,24
中位數(萬元),18,19,18,20,19,19,19,18,19,19,18,18,18,19,18,19,19,19,19,20,19,18,19,19
交易量(棟),6993,4784,8876,8573,7982,8012,8025,7301,6578,7634,10310,10738,4989,3199,7800,8580,9770,8512,8959,7706,7843,8701,8169,10013
