,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),32,32,34,35,34,36,35,36,36,36,36,36,36
中位數(萬元),27,27,28,29,29,30,30,30,31,31,30,31,31
交易量(棟),5210,7664,9750,9245,8265,7917,6203,8081,7798,8956,8884,9557,10502
