,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),70,68,70,72,73,74,73,75,74,74,73,73,79
中位數(萬元),66,65,67,68,67,70,68,69,69,70,69,69,71
交易量(棟),506,905,1342,1308,1189,1032,801,1110,1040,1184,1151,1392,1376
