,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12
平均數(萬元),138,136,161,114,137,153,135,404,100,129,132,159,152,130,159,149,129,122,166,119,128,141,139,133
中位數(萬元),83,105,130,90,110,136,110,114,80,103,109,115,129,111,118,91,115,110,93,101,79,122,107,125
交易量(棟),25,26,34,30,30,36,38,39,116,44,73,103,26,8,34,28,49,27,35,31,23,28,37,46
