,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12
平均數(萬元),59,58,59,61,60,60,61,62,62,62,63,60,64,65,63,62,66,65,62,62,62,63,65,61
中位數(萬元),55,54,56,57,56,55,57,57,58,57,57,56,58,59,58,57,62,59,57,58,58,57,60,56
交易量(棟),1728,1377,2518,2761,2916,2571,2244,2038,2090,2345,2305,3129,1641,1245,2182,2371,1847,1668,1814,1520,1607,1802,1764,2279
