,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),61,61,63,61,63,62,62,63,61,61,47,61,62,63,61,64,63,62,62,63,63,63,66,65
中位數(萬元),59,58,59,58,59,59,59,60,58,60,46,59,59,60,59,59,59,59,59,60,60,59,62,63
交易量(棟),535,534,786,748,774,739,757,727,662,854,1268,824,773,459,985,923,957,901,912,829,815,875,827,870
