,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),53,54,55,55,54,54,53,56,54,55,55,55,57,55,56,56,58,56,58,56,57,56,58,58
中位數(萬元),49,51,53,51,52,50,51,54,50,53,52,53,54,53,53,54,54,53,55,54,54,54,55,53
交易量(棟),527,336,621,596,441,288,413,462,493,581,538,399,351,284,468,389,309,364,383,319,330,344,367,349
