,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),75,75,76,78,77,80,78,79,79,80,78,79,85
中位數(萬元),73,72,73,75,73,75,74,75,77,78,76,76,80
交易量(棟),339,570,876,851,769,718,544,766,698,773,783,874,926
