,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),23,23,24,24,24,25,25,25,26,26,26,26,27
中位數(萬元),23,23,23,24,24,24,25,25,25,26,26,26,26
交易量(棟),796,1120,1320,1171,1087,977,735,1036,995,1274,1320,1500,1742
