,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),42,43,45,44,45,44,47,44,49,49,49,49,49,46,47,48,47,53,52,48,47,48,45,46
中位數(萬元),40,40,41,40,42,40,43,41,46,47,44,44,45,41,41,42,43,45,47,44,41,43,40,39
交易量(棟),769,527,1008,895,755,550,804,740,1014,984,1000,939,652,604,785,726,612,594,562,501,564,624,474,610
