,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.10,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.10,2014.11,2014.12
平均數(萬元),13,14,14,14,14,15,15,16,15,15,15,15,14,16,15,16,16,16,16,16,16,16,15,17
中位數(萬元),13,13,13,14,14,14,14,15,14,14,14,14,12,15,15,15,15,16,15,16,15,16,15,16
交易量(棟),1135,928,1615,1683,1687,1514,1522,1310,1159,1355,1192,1758,954,849,1304,1337,1268,1409,1111,985,1003,1170,1159,1645
