,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12
平均數(萬元),15,15,16,16,16,16,17,16,16,16,17,16,15,16,17,17,17,17,17,17,17,16,17,17
中位數(萬元),15,15,15,15,15,15,16,15,15,15,15,15,14,15,15,15,16,17,16,16,16,16,16,16
交易量(棟),774,600,1114,1033,1054,1008,1107,907,903,948,1387,1601,664,450,854,1159,1196,1255,1166,984,886,1212,1200,1310
