,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.10,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.10,2016.11,2016.12
平均數(萬元),33,35,35,36,35,34,34,34,34,32,34,34,39,36,34,33,34,33,37,34,35,34,34,34
中位數(萬元),29,32,32,32,31,30,30,32,30,29,30,31,30,32,31,30,31,31,34,30,31,30,30,30
交易量(棟),544,396,728,697,675,708,676,560,574,678,709,866,382,316,585,662,658,610,647,563,610,707,720,741
