,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01
平均數(萬元),18,19,18,18,20,18,20,19,21,20,19,20,20
中位數(萬元),17,17,16,16,18,17,18,19,18,18,19,19,19
交易量(棟),103,147,245,185,142,175,133,152,128,175,170,181,196
