,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),38,36,38,39,37,38,38,38,38,41,41,40,40,42,42,41,43,43,41,42,44,44,41,44
中位數(萬元),34,33,34,35,32,35,35,36,33,38,37,35,36,38,38,38,38,39,37,38,41,40,37,39
交易量(棟),600,396,799,728,587,436,578,619,731,806,775,695,504,393,759,573,456,461,501,438,503,456,449,488
