,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),37,32,33,35,36,34,35,33,34,33,35,35,35,36,33,37,34,35,32,35,35,35,37,34
中位數(萬元),34,29,29,31,31,31,30,28,31,29,30,32,30,32,30,34,30,31,29,31,32,32,31,30
交易量(棟),294,303,558,483,489,520,517,462,427,515,457,522,505,256,504,550,493,421,526,440,416,429,415,459
