,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12
平均數(萬元),15,15,15,15,15,15,14,16,16,16,16,16,17,16,18,17,18,19,18,17,18,18,17,18
中位數(萬元),13,14,13,14,15,13,13,15,14,15,15,15,16,14,16,16,18,17,17,16,17,16,17,17
交易量(棟),196,90,224,214,190,116,164,198,232,232,253,228,201,137,256,229,197,170,164,187,189,199,164,178
