,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.10,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.10,2018.11,2018.12
平均數(萬元),18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,20,19,19,20,19,19,19
中位數(萬元),17,17,17,17,17,17,17,17,17,18,17,17,17,18,18,18,18,20,18,18,19,18,18,18
交易量(棟),846,1089,1489,1483,1408,1480,1388,1262,1153,1343,1517,1428,1366,736,1447,1497,1574,1773,1732,1659,1565,1791,1529,1524
